user_id,cluster,segment_label
USER_003492,1,MODERATE
USER_003493,1,MODERATE
USER_003494,1,MODERATE
USER_003495,0,HIGH
USER_003496,2,AT_RISK
USER_003497,0,HIGH
USER_003498,0,HIGH
USER_003499,0,HIGH
USER_003500,0,HIGH
USER_003501,1,MODERATE
USER_003502,0,HIGH
USER_003503,2,AT_RISK
USER_003504,3,OCCASIONAL
USER_003505,3,OCCASIONAL
USER_003506,3,OCCASIONAL
USER_003507,0,HIGH
USER_003508,0,HIGH
USER_003509,3,OCCASIONAL
USER_003510,0,HIGH
USER_003511,0,HIGH
USER_003512,2,AT_RISK
USER_003513,1,MODERATE
USER_003514,1,MODERATE
USER_003515,0,HIGH
USER_003516,2,AT_RISK
USER_003517,1,MODERATE
USER_003518,2,AT_RISK
USER_003519,3,OCCASIONAL
USER_003520,2,AT_RISK
USER_003521,0,HIGH
USER_003522,3,OCCASIONAL
USER_003523,0,HIGH
USER_003524,0,HIGH
USER_003525,3,OCCASIONAL
USER_003526,0,HIGH
USER_003527,0,HIGH
USER_003528,3,OCCASIONAL
USER_003529,0,HIGH
USER_003530,0,HIGH
USER_003531,2,AT_RISK
USER_003532,1,MODERATE
USER_003533,3,OCCASIONAL
USER_003534,1,MODERATE
USER_003535,3,OCCASIONAL
USER_003536,3,OCCASIONAL
USER_003537,2,AT_RISK
USER_003538,0,HIGH
USER_003539,0,HIGH
USER_003540,1,MODERATE
USER_003541,3,OCCASIONAL
USER_003542,0,HIGH
USER_003543,0,HIGH
USER_003544,1,MODERATE
USER_003545,2,AT_RISK
USER_003546,3,OCCASIONAL
USER_003547,2,AT_RISK
USER_003548,0,HIGH
USER_003549,1,MODERATE
USER_003550,0,HIGH
USER_003551,0,HIGH
USER_003552,1,MODERATE
USER_003553,0,HIGH
USER_003554,1,MODERATE
USER_003555,3,OCCASIONAL
USER_003556,0,HIGH
USER_003557,0,HIGH
USER_003558,0,HIGH
USER_003559,1,MODERATE
USER_003560,0,HIGH
USER_003561,3,OCCASIONAL
USER_003562,2,AT_RISK
USER_003563,2,AT_RISK
USER_003564,1,MODERATE
USER_003565,1,MODERATE
USER_003566,0,HIGH
USER_003567,1,MODERATE
USER_003568,0,HIGH
USER_003569,0,HIGH
USER_003570,3,OCCASIONAL
USER_003571,2,AT_RISK
USER_003572,3,OCCASIONAL
USER_003573,1,MODERATE
USER_003574,0,HIGH
USER_003575,3,OCCASIONAL
USER_003576,0,HIGH
USER_003577,0,HIGH
USER_003578,0,HIGH
USER_003579,0,HIGH
USER_003580,3,OCCASIONAL
USER_003581,1,MODERATE
USER_003582,2,AT_RISK
USER_003583,3,OCCASIONAL
USER_003584,0,HIGH
USER_003585,0,HIGH
USER_003586,2,AT_RISK
USER_003587,2,AT_RISK
USER_003588,1,MODERATE
USER_003589,1,MODERATE
USER_003590,3,OCCASIONAL
USER_003591,2,AT_RISK
USER_003592,1,MODERATE
USER_003593,2,AT_RISK
USER_003594,0,HIGH
USER_003595,0,HIGH
USER_003596,1,MODERATE
USER_003597,0,HIGH
USER_003598,3,OCCASIONAL
USER_003599,1,MODERATE
USER_003600,0,HIGH
USER_003601,0,HIGH
USER_003602,0,HIGH
USER_003603,2,AT_RISK
USER_003604,0,HIGH
USER_003605,0,HIGH
USER_003606,1,MODERATE
USER_003607,1,MODERATE
USER_003608,3,OCCASIONAL
USER_003609,3,OCCASIONAL
USER_003610,3,OCCASIONAL
USER_003611,1,MODERATE
USER_003612,0,HIGH
USER_003613,0,HIGH
USER_003614,3,OCCASIONAL
USER_003615,1,MODERATE
USER_003616,0,HIGH
USER_003617,0,HIGH
USER_003618,0,HIGH
USER_003619,0,HIGH
USER_003620,3,OCCASIONAL
USER_003621,3,OCCASIONAL
USER_003622,3,OCCASIONAL
USER_003623,1,MODERATE
USER_003624,0,HIGH
USER_003625,3,OCCASIONAL
USER_003626,0,HIGH
USER_003627,1,MODERATE
USER_003628,0,HIGH
USER_003629,0,HIGH
USER_003630,3,OCCASIONAL
USER_003631,1,MODERATE
USER_003632,3,OCCASIONAL
USER_003633,3,OCCASIONAL
USER_003634,0,HIGH
USER_003635,1,MODERATE
USER_003636,0,HIGH
USER_003637,3,OCCASIONAL
USER_003638,3,OCCASIONAL
USER_003639,0,HIGH
USER_003640,2,AT_RISK
USER_003641,1,MODERATE
USER_003642,0,HIGH
USER_003643,3,OCCASIONAL
USER_003644,2,AT_RISK
USER_003645,3,OCCASIONAL
USER_003646,3,OCCASIONAL
USER_003647,1,MODERATE
USER_003648,3,OCCASIONAL
USER_003649,0,HIGH
USER_003650,0,HIGH
USER_003651,1,MODERATE
USER_003652,0,HIGH
USER_003653,2,AT_RISK
USER_003654,1,MODERATE
USER_003655,0,HIGH
USER_003656,0,HIGH
USER_003657,1,MODERATE
USER_003658,3,OCCASIONAL
USER_003659,2,AT_RISK
USER_003660,0,HIGH
USER_003661,0,HIGH
USER_003662,1,MODERATE
USER_003663,1,MODERATE
USER_003664,1,MODERATE
USER_003665,0,HIGH
USER_003666,0,HIGH
USER_003667,2,AT_RISK
USER_003668,0,HIGH
USER_003669,0,HIGH
USER_003670,1,MODERATE
USER_003671,1,MODERATE
USER_003672,1,MODERATE
USER_003673,2,AT_RISK
USER_003674,0,HIGH
USER_003675,0,HIGH
USER_003676,0,HIGH
USER_003677,1,MODERATE
USER_003678,0,HIGH
USER_003679,1,MODERATE
USER_003680,2,AT_RISK
USER_003681,2,AT_RISK
USER_003682,0,HIGH
USER_003683,3,OCCASIONAL
USER_003684,0,HIGH
USER_003685,0,HIGH
USER_003686,1,MODERATE
USER_003687,0,HIGH
USER_003688,0,HIGH
USER_003689,0,HIGH
USER_003690,2,AT_RISK
USER_003691,1,MODERATE
USER_003692,0,HIGH
USER_003693,2,AT_RISK
USER_003694,1,MODERATE
USER_003695,0,HIGH
USER_003696,2,AT_RISK
USER_003697,1,MODERATE
USER_003698,0,HIGH
USER_003699,3,OCCASIONAL
USER_003700,1,MODERATE
USER_003701,3,OCCASIONAL
USER_003702,1,MODERATE
USER_003703,3,OCCASIONAL
USER_003704,0,HIGH
USER_003705,0,HIGH
USER_003706,0,HIGH
USER_003707,0,HIGH
USER_003708,3,OCCASIONAL
USER_003709,2,AT_RISK
USER_003710,2,AT_RISK
USER_003711,3,OCCASIONAL
USER_003712,0,HIGH
USER_003713,1,MODERATE
USER_003714,1,MODERATE
USER_003715,1,MODERATE
USER_003716,0,HIGH
USER_003717,1,MODERATE
USER_003718,0,HIGH
USER_003719,2,AT_RISK
USER_003720,0,HIGH
USER_003721,2,AT_RISK
USER_003722,3,OCCASIONAL
USER_003723,1,MODERATE
USER_003724,0,HIGH
USER_003725,2,AT_RISK
USER_003726,2,AT_RISK
USER_003727,0,HIGH
USER_003728,1,MODERATE
USER_003729,1,MODERATE
USER_003730,3,OCCASIONAL
USER_003731,1,MODERATE
USER_003732,0,HIGH
USER_003733,0,HIGH
USER_003734,3,OCCASIONAL
USER_003735,0,HIGH
USER_003736,0,HIGH
USER_003737,0,HIGH
USER_003738,2,AT_RISK
USER_003739,2,AT_RISK
USER_003740,1,MODERATE
USER_003741,1,MODERATE
USER_003742,1,MODERATE
USER_003743,1,MODERATE
USER_003744,1,MODERATE
USER_003745,1,MODERATE
USER_003746,0,HIGH
USER_003747,0,HIGH
USER_003748,0,HIGH
USER_003749,3,OCCASIONAL
USER_003750,1,MODERATE
USER_003751,3,OCCASIONAL
USER_003752,0,HIGH
USER_003753,0,HIGH
USER_003754,1,MODERATE
USER_003755,3,OCCASIONAL
USER_003756,0,HIGH
USER_003757,0,HIGH
USER_003758,1,MODERATE
USER_003759,0,HIGH
USER_003760,0,HIGH
USER_003761,0,HIGH
USER_003762,3,OCCASIONAL
USER_003763,3,OCCASIONAL
USER_003764,1,MODERATE
USER_003765,1,MODERATE
USER_003766,2,AT_RISK
USER_003767,1,MODERATE
USER_003768,0,HIGH
USER_003769,2,AT_RISK
USER_003770,0,HIGH
USER_003771,0,HIGH
USER_003772,2,AT_RISK
USER_003773,3,OCCASIONAL
USER_003774,1,MODERATE
USER_003775,0,HIGH
USER_003776,3,OCCASIONAL
USER_003777,0,HIGH
USER_003778,0,HIGH
USER_003779,3,OCCASIONAL
USER_003780,3,OCCASIONAL
USER_003781,0,HIGH
USER_003782,0,HIGH
USER_003783,1,MODERATE
USER_003784,1,MODERATE
USER_003785,0,HIGH
USER_003786,3,OCCASIONAL
USER_003787,0,HIGH
USER_003788,2,AT_RISK
USER_003789,2,AT_RISK
USER_003790,1,MODERATE
USER_003791,0,HIGH
USER_003792,3,OCCASIONAL
USER_003793,1,MODERATE
USER_003794,2,AT_RISK
USER_003795,1,MODERATE
USER_003796,2,AT_RISK
USER_003797,0,HIGH
USER_003798,0,HIGH
USER_003799,0,HIGH
USER_003800,0,HIGH
USER_003801,0,HIGH
USER_003802,0,HIGH
USER_003803,2,AT_RISK
USER_003804,3,OCCASIONAL
USER_003805,0,HIGH
USER_003806,3,OCCASIONAL
USER_003807,3,OCCASIONAL
USER_003808,0,HIGH
USER_003809,0,HIGH
USER_003810,2,AT_RISK
USER_003811,0,HIGH
USER_003812,0,HIGH
USER_003813,1,MODERATE
USER_003814,0,HIGH
USER_003815,0,HIGH
USER_003816,0,HIGH
USER_003817,3,OCCASIONAL
USER_003818,0,HIGH
USER_003819,0,HIGH
USER_003820,2,AT_RISK
USER_003821,1,MODERATE
USER_003822,0,HIGH
USER_003823,0,HIGH
USER_003824,2,AT_RISK
USER_003825,0,HIGH
USER_003826,1,MODERATE
USER_003827,2,AT_RISK
USER_003828,0,HIGH
USER_003829,0,HIGH
USER_003830,1,MODERATE
USER_003831,1,MODERATE
USER_003832,1,MODERATE
USER_003833,3,OCCASIONAL
USER_003834,0,HIGH
USER_003835,0,HIGH
USER_003836,0,HIGH
USER_003837,1,MODERATE
USER_003838,3,OCCASIONAL
USER_003839,1,MODERATE
USER_003840,1,MODERATE
USER_003841,1,MODERATE
USER_003842,3,OCCASIONAL
USER_003843,0,HIGH
USER_003844,3,OCCASIONAL
USER_003845,3,OCCASIONAL
USER_003846,0,HIGH
USER_003847,0,HIGH
USER_003848,0,HIGH
USER_003849,1,MODERATE
USER_003850,0,HIGH
USER_003851,0,HIGH
USER_003852,0,HIGH
USER_003853,3,OCCASIONAL
USER_003854,1,MODERATE
USER_003855,2,AT_RISK
USER_003856,0,HIGH
USER_003857,0,HIGH
USER_003858,1,MODERATE
USER_003859,1,MODERATE
USER_003860,1,MODERATE
USER_003861,2,AT_RISK
USER_003862,0,HIGH
USER_003863,1,MODERATE
USER_003864,1,MODERATE
USER_003865,0,HIGH
USER_003866,1,MODERATE
USER_003867,0,HIGH
USER_003868,0,HIGH
USER_003869,0,HIGH
USER_003870,2,AT_RISK
USER_003871,2,AT_RISK
USER_003872,3,OCCASIONAL
USER_003873,1,MODERATE
USER_003874,1,MODERATE
USER_003875,2,AT_RISK
USER_003876,1,MODERATE
USER_003877,0,HIGH
USER_003878,0,HIGH
USER_003879,1,MODERATE
USER_003880,2,AT_RISK
USER_003881,0,HIGH
USER_003882,2,AT_RISK
USER_003883,3,OCCASIONAL
USER_003884,2,AT_RISK
USER_003885,1,MODERATE
USER_003886,1,MODERATE
USER_003887,0,HIGH
USER_003888,0,HIGH
USER_003889,1,MODERATE
USER_003890,0,HIGH
USER_003891,0,HIGH
USER_003892,1,MODERATE
USER_003893,2,AT_RISK
USER_003894,0,HIGH
USER_003895,1,MODERATE
USER_003896,0,HIGH
USER_003897,3,OCCASIONAL
USER_003898,0,HIGH
USER_003899,0,HIGH
USER_003900,1,MODERATE
USER_003901,3,OCCASIONAL
USER_003902,0,HIGH
USER_003903,2,AT_RISK
USER_003904,0,HIGH
USER_003905,3,OCCASIONAL
USER_003906,3,OCCASIONAL
USER_003907,0,HIGH
USER_003908,1,MODERATE
USER_003909,0,HIGH
USER_003910,0,HIGH
USER_003911,3,OCCASIONAL
USER_003912,0,HIGH
USER_003913,0,HIGH
USER_003914,0,HIGH
USER_003915,1,MODERATE
USER_003916,0,HIGH
USER_003917,2,AT_RISK
USER_003918,1,MODERATE
USER_003919,0,HIGH
USER_003920,0,HIGH
USER_003921,1,MODERATE
USER_003922,0,HIGH
USER_003923,1,MODERATE
USER_003924,0,HIGH
USER_003925,0,HIGH
USER_003926,0,HIGH
USER_003927,1,MODERATE
USER_003928,0,HIGH
USER_003929,0,HIGH
USER_003930,1,MODERATE
USER_003931,0,HIGH
USER_003932,1,MODERATE
USER_003933,2,AT_RISK
USER_003934,1,MODERATE
USER_003935,2,AT_RISK
USER_003936,0,HIGH
USER_003937,0,HIGH
USER_003938,0,HIGH
USER_003939,2,AT_RISK
USER_003940,0,HIGH
USER_003941,1,MODERATE
USER_003942,0,HIGH
USER_003943,2,AT_RISK
USER_003944,3,OCCASIONAL
USER_003945,1,MODERATE
USER_003946,0,HIGH
USER_003947,0,HIGH
USER_003948,0,HIGH
USER_003949,2,AT_RISK
USER_003950,3,OCCASIONAL
USER_003951,1,MODERATE
USER_003952,2,AT_RISK
USER_003953,0,HIGH
USER_003954,2,AT_RISK
USER_003955,3,OCCASIONAL
USER_003956,2,AT_RISK
USER_003957,1,MODERATE
USER_003958,3,OCCASIONAL
USER_003959,3,OCCASIONAL
USER_003960,0,HIGH
USER_003961,0,HIGH
USER_003962,0,HIGH
USER_003963,1,MODERATE
USER_003964,0,HIGH
USER_003965,1,MODERATE
USER_003966,0,HIGH
USER_003967,2,AT_RISK
USER_003968,1,MODERATE
USER_003969,0,HIGH
USER_003970,0,HIGH
USER_003971,1,MODERATE
USER_003972,3,OCCASIONAL
USER_003973,0,HIGH
USER_003974,0,HIGH
USER_003975,1,MODERATE
USER_003976,3,OCCASIONAL
USER_003977,3,OCCASIONAL
USER_003978,1,MODERATE
USER_003979,0,HIGH
USER_003980,2,AT_RISK
USER_003981,0,HIGH
USER_003982,1,MODERATE
USER_003983,2,AT_RISK
USER_003984,3,OCCASIONAL
USER_003985,0,HIGH
USER_003986,3,OCCASIONAL
USER_003987,1,MODERATE
USER_003988,0,HIGH
USER_003989,0,HIGH
USER_003990,1,MODERATE
USER_003991,0,HIGH
USER_003992,1,MODERATE
USER_003993,1,MODERATE
USER_003994,0,HIGH
USER_003995,0,HIGH
USER_003996,2,AT_RISK
USER_003997,2,AT_RISK
USER_003998,0,HIGH
USER_003999,3,OCCASIONAL
USER_004000,0,HIGH
USER_004001,3,OCCASIONAL
USER_004002,0,HIGH
USER_004003,1,MODERATE
USER_004004,1,MODERATE
USER_004005,1,MODERATE
USER_004006,0,HIGH
USER_004007,3,OCCASIONAL
USER_004008,1,MODERATE
USER_004009,1,MODERATE
USER_004010,3,OCCASIONAL
USER_004011,0,HIGH
USER_004012,0,HIGH
USER_004013,3,OCCASIONAL
USER_004014,1,MODERATE
USER_004015,3,OCCASIONAL
USER_004016,0,HIGH
USER_004017,0,HIGH
USER_004018,1,MODERATE
USER_004019,2,AT_RISK
USER_004020,0,HIGH
USER_004021,3,OCCASIONAL
USER_004022,1,MODERATE
USER_004023,1,MODERATE
USER_004024,2,AT_RISK
USER_004025,3,OCCASIONAL
USER_004026,1,MODERATE
USER_004027,0,HIGH
USER_004028,0,HIGH
USER_004029,0,HIGH
USER_004030,1,MODERATE
USER_004031,0,HIGH
USER_004032,2,AT_RISK
USER_004033,3,OCCASIONAL
USER_004034,0,HIGH
USER_004035,0,HIGH
USER_004036,1,MODERATE
USER_004037,1,MODERATE
USER_004038,0,HIGH
USER_004039,3,OCCASIONAL
USER_004040,0,HIGH
USER_004041,1,MODERATE
USER_004042,0,HIGH
USER_004043,1,MODERATE
USER_004044,0,HIGH
USER_004045,2,AT_RISK
USER_004046,2,AT_RISK
USER_004047,0,HIGH
USER_004048,1,MODERATE
USER_004049,0,HIGH
USER_004050,0,HIGH
USER_004051,1,MODERATE
USER_004052,2,AT_RISK
USER_004053,0,HIGH
USER_004054,0,HIGH
USER_004055,1,MODERATE
USER_004056,3,OCCASIONAL
USER_004057,1,MODERATE
USER_004058,2,AT_RISK
USER_004059,0,HIGH
USER_004060,1,MODERATE
USER_004061,1,MODERATE
USER_004062,3,OCCASIONAL
USER_004063,0,HIGH
USER_004064,2,AT_RISK
USER_004065,0,HIGH
USER_004066,1,MODERATE
USER_004067,0,HIGH
USER_004068,2,AT_RISK
USER_004069,3,OCCASIONAL
USER_004070,0,HIGH
USER_004071,0,HIGH
USER_004072,1,MODERATE
USER_004073,0,HIGH
USER_004074,0,HIGH
USER_004075,0,HIGH
USER_004076,0,HIGH
USER_004077,1,MODERATE
USER_004078,3,OCCASIONAL
USER_004079,1,MODERATE
USER_004080,0,HIGH
USER_004081,0,HIGH
USER_004082,2,AT_RISK
USER_004083,1,MODERATE
USER_004084,1,MODERATE
USER_004085,3,OCCASIONAL
USER_004086,1,MODERATE
USER_004087,0,HIGH
USER_004088,0,HIGH
USER_004089,2,AT_RISK
USER_004090,0,HIGH
USER_004091,1,MODERATE
USER_004092,1,MODERATE
USER_004093,1,MODERATE
USER_004094,0,HIGH
USER_004095,2,AT_RISK
USER_004096,0,HIGH
USER_004097,3,OCCASIONAL
USER_004098,2,AT_RISK
USER_004099,0,HIGH
USER_004100,2,AT_RISK
USER_004101,1,MODERATE
USER_004102,1,MODERATE
USER_004103,0,HIGH
USER_004104,0,HIGH
USER_004105,0,HIGH
USER_004106,2,AT_RISK
USER_004107,2,AT_RISK
USER_004108,2,AT_RISK
USER_004109,0,HIGH
USER_004110,1,MODERATE
USER_004111,0,HIGH
USER_004112,1,MODERATE
USER_004113,0,HIGH
USER_004114,3,OCCASIONAL
USER_004115,0,HIGH
USER_004116,0,HIGH
USER_004117,0,HIGH
USER_004118,1,MODERATE
USER_004119,1,MODERATE
USER_004120,0,HIGH
USER_004121,0,HIGH
USER_004122,3,OCCASIONAL
USER_004123,0,HIGH
USER_004124,0,HIGH
USER_004125,0,HIGH
USER_004126,1,MODERATE
USER_004127,0,HIGH
USER_004128,3,OCCASIONAL
USER_004129,1,MODERATE
USER_004130,1,MODERATE
USER_004131,0,HIGH
USER_004132,0,HIGH
USER_004133,0,HIGH
USER_004134,1,MODERATE
USER_004135,0,HIGH
USER_004136,2,AT_RISK
USER_004137,0,HIGH
USER_004138,1,MODERATE
USER_004139,2,AT_RISK
USER_004140,0,HIGH
USER_004141,2,AT_RISK
USER_004142,1,MODERATE
USER_004143,1,MODERATE
USER_004144,3,OCCASIONAL
USER_004145,0,HIGH
USER_004146,0,HIGH
USER_004147,2,AT_RISK
USER_004148,3,OCCASIONAL
USER_004149,1,MODERATE
USER_004150,2,AT_RISK
USER_004151,1,MODERATE
USER_004152,1,MODERATE
USER_004153,1,MODERATE
USER_004154,1,MODERATE
USER_004155,0,HIGH
USER_004156,1,MODERATE
USER_004157,3,OCCASIONAL
USER_004158,3,OCCASIONAL
USER_004159,3,OCCASIONAL
USER_004160,0,HIGH
USER_004161,1,MODERATE
USER_004162,2,AT_RISK
USER_004163,0,HIGH
USER_004164,1,MODERATE
USER_004165,1,MODERATE
USER_004166,3,OCCASIONAL
USER_004167,0,HIGH
USER_004168,0,HIGH
USER_004169,0,HIGH
USER_004170,0,HIGH
USER_004171,0,HIGH
USER_004172,1,MODERATE
USER_004173,0,HIGH
USER_004174,0,HIGH
USER_004175,3,OCCASIONAL
USER_004176,2,AT_RISK
USER_004177,1,MODERATE
USER_004178,1,MODERATE
USER_004179,0,HIGH
USER_004180,1,MODERATE
USER_004181,0,HIGH
USER_004182,3,OCCASIONAL
USER_004183,0,HIGH
USER_004184,2,AT_RISK
USER_004185,1,MODERATE
USER_004186,1,MODERATE
USER_004187,0,HIGH
USER_004188,2,AT_RISK
USER_004189,3,OCCASIONAL
USER_004190,2,AT_RISK
USER_004191,3,OCCASIONAL
USER_004192,0,HIGH
USER_004193,1,MODERATE
USER_004194,3,OCCASIONAL
USER_004195,0,HIGH
USER_004196,1,MODERATE
USER_004197,3,OCCASIONAL
USER_004198,2,AT_RISK
USER_004199,3,OCCASIONAL
USER_004200,1,MODERATE
USER_004201,0,HIGH
USER_004202,1,MODERATE
USER_004203,3,OCCASIONAL
USER_004204,2,AT_RISK
USER_004205,0,HIGH
USER_004206,0,HIGH
USER_004207,0,HIGH
USER_004208,0,HIGH
USER_004209,2,AT_RISK
USER_004210,0,HIGH
USER_004211,1,MODERATE
USER_004212,1,MODERATE
USER_004213,0,HIGH
USER_004214,1,MODERATE
USER_004215,1,MODERATE
USER_004216,1,MODERATE
USER_004217,1,MODERATE
USER_004218,2,AT_RISK
USER_004219,1,MODERATE
USER_004220,0,HIGH
USER_004221,0,HIGH
USER_004222,1,MODERATE
USER_004223,0,HIGH
USER_004224,1,MODERATE
USER_004225,0,HIGH
USER_004226,2,AT_RISK
USER_004227,0,HIGH
USER_004228,1,MODERATE
USER_004229,3,OCCASIONAL
USER_004230,2,AT_RISK
USER_004231,3,OCCASIONAL
USER_004232,0,HIGH
USER_004233,2,AT_RISK
USER_004234,1,MODERATE
USER_004235,0,HIGH
USER_004236,1,MODERATE
USER_004237,1,MODERATE
USER_004238,2,AT_RISK
USER_004239,0,HIGH
USER_004240,0,HIGH
USER_004241,0,HIGH
USER_004242,3,OCCASIONAL
USER_004243,0,HIGH
USER_004244,0,HIGH
USER_004245,0,HIGH
USER_004246,2,AT_RISK
USER_004247,1,MODERATE
USER_004248,2,AT_RISK
USER_004249,3,OCCASIONAL
USER_004250,1,MODERATE
USER_004251,3,OCCASIONAL
USER_004252,0,HIGH
USER_004253,3,OCCASIONAL
USER_004254,1,MODERATE
USER_004255,0,HIGH
USER_004256,1,MODERATE
USER_004257,2,AT_RISK
USER_004258,0,HIGH
USER_004259,1,MODERATE
USER_004260,1,MODERATE
USER_004261,3,OCCASIONAL
USER_004262,3,OCCASIONAL
USER_004263,3,OCCASIONAL
USER_004264,2,AT_RISK
USER_004265,3,OCCASIONAL
USER_004266,3,OCCASIONAL
USER_004267,1,MODERATE
USER_004268,2,AT_RISK
USER_004269,3,OCCASIONAL
USER_004270,1,MODERATE
USER_004271,3,OCCASIONAL
USER_004272,0,HIGH
USER_004273,1,MODERATE
USER_004274,3,OCCASIONAL
USER_004275,0,HIGH
USER_004276,1,MODERATE
USER_004277,1,MODERATE
USER_004278,1,MODERATE
USER_004279,1,MODERATE
USER_004280,1,MODERATE
USER_004281,1,MODERATE
USER_004282,1,MODERATE
USER_004283,3,OCCASIONAL
USER_004284,3,OCCASIONAL
USER_004285,0,HIGH
USER_004286,0,HIGH
USER_004287,2,AT_RISK
USER_004288,1,MODERATE
USER_004289,1,MODERATE
USER_004290,0,HIGH
USER_004291,3,OCCASIONAL
USER_004292,0,HIGH
USER_004293,0,HIGH
USER_004294,3,OCCASIONAL
USER_004295,0,HIGH
USER_004296,0,HIGH
USER_004297,3,OCCASIONAL
USER_004298,1,MODERATE
USER_004299,0,HIGH
USER_004300,0,HIGH
USER_004301,0,HIGH
USER_004302,2,AT_RISK
USER_004303,2,AT_RISK
USER_004304,0,HIGH
USER_004305,0,HIGH
USER_004306,3,OCCASIONAL
USER_004307,0,HIGH
USER_004308,0,HIGH
USER_004309,2,AT_RISK
USER_004310,0,HIGH
USER_004311,3,OCCASIONAL
USER_004312,0,HIGH
USER_004313,0,HIGH
USER_004314,3,OCCASIONAL
USER_004315,0,HIGH
USER_004316,0,HIGH
USER_004317,1,MODERATE
USER_004318,2,AT_RISK
USER_004319,2,AT_RISK
USER_004320,1,MODERATE
USER_004321,0,HIGH
USER_004322,0,HIGH
USER_004323,0,HIGH
USER_004324,0,HIGH
USER_004325,1,MODERATE
USER_004326,2,AT_RISK
USER_004327,0,HIGH
USER_004328,2,AT_RISK
USER_004329,0,HIGH
USER_004330,2,AT_RISK
USER_004331,2,AT_RISK
USER_004332,0,HIGH
USER_004333,1,MODERATE
USER_004334,0,HIGH
USER_004335,0,HIGH
USER_004336,0,HIGH
USER_004337,2,AT_RISK
USER_004338,2,AT_RISK
USER_004339,3,OCCASIONAL
USER_004340,0,HIGH
USER_004341,2,AT_RISK
USER_004342,0,HIGH
USER_004343,1,MODERATE
USER_004344,0,HIGH
USER_004345,0,HIGH
USER_004346,3,OCCASIONAL
USER_004347,0,HIGH
USER_004348,2,AT_RISK
USER_004349,2,AT_RISK
USER_004350,2,AT_RISK
USER_004351,3,OCCASIONAL
USER_004352,2,AT_RISK
USER_004353,0,HIGH
USER_004354,1,MODERATE
USER_004355,3,OCCASIONAL
USER_004356,0,HIGH
USER_004357,0,HIGH
USER_004358,0,HIGH
USER_004359,1,MODERATE
USER_004360,0,HIGH
USER_004361,3,OCCASIONAL
USER_004362,0,HIGH
USER_004363,0,HIGH
USER_004364,0,HIGH
USER_004365,0,HIGH
USER_004366,0,HIGH
USER_004367,0,HIGH
USER_004368,3,OCCASIONAL
USER_004369,1,MODERATE
USER_004370,1,MODERATE
USER_004371,2,AT_RISK
USER_004372,3,OCCASIONAL
USER_004373,1,MODERATE
USER_004374,0,HIGH
USER_004375,0,HIGH
USER_004376,3,OCCASIONAL
USER_004377,2,AT_RISK
USER_004378,0,HIGH
USER_004379,3,OCCASIONAL
USER_004380,1,MODERATE
USER_004381,3,OCCASIONAL
USER_004382,2,AT_RISK
USER_004383,2,AT_RISK
USER_004384,0,HIGH
USER_004385,0,HIGH
USER_004386,0,HIGH
USER_004387,1,MODERATE
USER_004388,1,MODERATE
USER_004389,0,HIGH
USER_004390,1,MODERATE
USER_004391,1,MODERATE
USER_004392,0,HIGH
USER_004393,0,HIGH
USER_004394,3,OCCASIONAL
USER_004395,0,HIGH
USER_004396,0,HIGH
USER_004397,0,HIGH
USER_004398,0,HIGH
USER_004399,1,MODERATE
USER_004400,3,OCCASIONAL
USER_004401,0,HIGH
USER_004402,1,MODERATE
USER_004403,0,HIGH
USER_004404,0,HIGH
USER_004405,0,HIGH
USER_004406,0,HIGH
USER_004407,2,AT_RISK
USER_004408,0,HIGH
USER_004409,0,HIGH
USER_004410,0,HIGH
USER_004411,1,MODERATE
USER_004412,0,HIGH
USER_004413,0,HIGH
USER_004414,2,AT_RISK
USER_004415,0,HIGH
USER_004416,3,OCCASIONAL
USER_004417,1,MODERATE
USER_004418,3,OCCASIONAL
USER_004419,1,MODERATE
USER_004420,1,MODERATE
USER_004421,2,AT_RISK
USER_004422,2,AT_RISK
USER_004423,1,MODERATE
USER_004424,1,MODERATE
USER_004425,0,HIGH
USER_004426,3,OCCASIONAL
USER_004427,0,HIGH
USER_004428,0,HIGH
USER_004429,1,MODERATE
USER_004430,0,HIGH
USER_004431,0,HIGH
USER_004432,0,HIGH
USER_004433,1,MODERATE
USER_004434,1,MODERATE
USER_004435,2,AT_RISK
USER_004436,0,HIGH
USER_004437,0,HIGH
USER_004438,1,MODERATE
USER_004439,1,MODERATE
USER_004440,2,AT_RISK
USER_004441,0,HIGH
USER_004442,0,HIGH
USER_004443,1,MODERATE
USER_004444,0,HIGH
USER_004445,0,HIGH
USER_004446,0,HIGH
USER_004447,0,HIGH
USER_004448,0,HIGH
USER_004449,0,HIGH
USER_004450,2,AT_RISK
USER_004451,1,MODERATE
USER_004452,0,HIGH
USER_004453,2,AT_RISK
USER_004454,0,HIGH
USER_004455,0,HIGH
USER_004456,1,MODERATE
USER_004457,0,HIGH
USER_004458,1,MODERATE
USER_004459,1,MODERATE
USER_004460,3,OCCASIONAL
USER_004461,0,HIGH
USER_004462,2,AT_RISK
USER_004463,0,HIGH
USER_004464,1,MODERATE
USER_004465,2,AT_RISK
USER_004466,1,MODERATE
USER_004467,0,HIGH
USER_004468,0,HIGH
USER_004469,0,HIGH
USER_004470,0,HIGH
USER_004471,0,HIGH
USER_004472,0,HIGH
USER_004473,0,HIGH
USER_004474,0,HIGH
USER_004475,0,HIGH
USER_004476,0,HIGH
